Location,Area,BHK,Bathrooms,Property Age,Furnishing Status,Amenities,Price
Marathahalli,1030,2,2.0,16.0,Semi-Furnished,"24/7 Security, Gym, Intercom, Landscaped Garden, Swimming Pool",5910000
Electronic City,618,1,1.0,2.0,Unfurnished,"Children's Play Area, Clubhouse",2930000
Whitefield,2706,4,3.0,4.0,Semi-Furnished,"Children's Play Area, Clubhouse, Covered Parking, Swimming Pool",15710000
HSR Layout,564,1,1.0,2.0,Semi-Furnished,"Gym, Intercom, Landscaped Garden, Swimming Pool, Tennis Court",4690000
Sarjapur Road,695,1,1.0,9.0,Furnished,"Jogging Track, Landscaped Garden, Power Backup, Swimming Pool",3920000
Koramangala,1695,3,2.0,14.0,Unfurnished,"24/7 Security, Children's Play Area, Clubhouse, Gym, High-Speed Elevators, Power Backup",18890000
Electronic City,1446,3,3.0,11.0,,"Covered Parking, Gym, Jogging Track",6400000
Banashankari,3985,5,4.0,5.0,Semi-Furnished,"24/7 Security, Children's Play Area, Jogging Track, Landscaped Garden, Swimming Pool",32430000
Koramangala,580,1,1.0,1.0,,"24/7 Security, Clubhouse",7590000
Banashankari,1759,3,3.0,5.0,Furnished,"Children's Play Area, High-Speed Elevators, Intercom, Power Backup, Tennis Court",14690000
Jayanagar,598,1,1.0,4.0,Semi-Furnished,"Covered Parking, Power Backup",6180000
Indiranagar,735,1,1.0,7.0,Unfurnished,"24/7 Security, Clubhouse, Covered Parking, High-Speed Elevators, Jogging Track, Power Backup",7630000
HSR Layout,1301,3,2.0,1.0,Semi-Furnished,"24/7 Security, Clubhouse, Intercom, Jogging Track, Power Backup, Swimming Pool",12060000
Marathahalli,1904,3,3.0,0.0,Furnished,"24/7 Security, Covered Parking, Gym, Intercom, Landscaped Garden",13480000
Sarjapur Road,1141,2,2.0,3.0,Semi-Furnished,"24/7 Security, Gym, Jogging Track, Power Backup, Swimming Pool, Tennis Court",6490000
Bellandur,628,1,1.0,1.0,Furnished,"Children's Play Area, Intercom, Landscaped Garden, Power Backup",5590000
Marathahalli,1231,2,2.0,8.0,Semi-Furnished,"Landscaped Garden, Tennis Court",7230000
Electronic City,1271,2,2.0,4.0,Unfurnished,"Intercom, Jogging Track, Power Backup, Swimming Pool",6250000
Koramangala,3852,5,5.0,8.0,Semi-Furnished,"Clubhouse, Intercom, Jogging Track, Landscaped Garden",58810000
Electronic City,959,2,2.0,21.0,Furnished,"Children's Play Area, Covered Parking, Jogging Track, Landscaped Garden",3330000
Electronic City,3353,4,4.0,6.0,Semi-Furnished,"Children's Play Area, Covered Parking, Gym, High-Speed Elevators, Jogging Track",15920000
Yelahanka,1359,3,3.0,13.0,Furnished,"Covered Parking, Landscaped Garden",9230000
HSR Layout,947,2,2.0,8.0,Unfurnished,"Children's Play Area, Covered Parking, Jogging Track, Power Backup, Tennis Court",7610000
Indiranagar,587,1,1.0,0.0,Furnished,"Clubhouse, Covered Parking, Gym, Swimming Pool",6580000
Jayanagar,926,2,2.0,0.0,Semi-Furnished,"Children's Play Area, Intercom, Landscaped Garden, Power Backup",11200000
Whitefield,1173,2,2.0,1.0,Semi-Furnished,"Children's Play Area, Intercom, Landscaped Garden, Power Backup, Tennis Court",8060000
Whitefield,982,2,2.0,1.0,Semi-Furnished,"24/7 Security, Clubhouse, High-Speed Elevators, Intercom, Power Backup, Swimming Pool",4850000
HSR Layout,906,2,2.0,10.0,Unfurnished,"24/7 Security, Children's Play Area, Gym",7020000
Marathahalli,1708,3,2.0,0.0,Unfurnished,"Children's Play Area, Clubhouse, High-Speed Elevators, Landscaped Garden, Power Backup",10680000
Sarjapur Road,1059,2,2.0,2.0,Furnished,"24/7 Security, Gym, High-Speed Elevators, Jogging Track, Swimming Pool",7730000
Jayanagar,1300,3,3.0,0.0,Semi-Furnished,"Clubhouse, Intercom, Swimming Pool",14360000
Whitefield,861,2,1.0,1.0,Semi-Furnished,"Covered Parking, High-Speed Elevators, Landscaped Garden, Swimming Pool",4650000
Whitefield,1527,3,2.0,2.0,Semi-Furnished,"24/7 Security, Clubhouse, High-Speed Elevators, Intercom, Landscaped Garden, Tennis Court",10120000
Bellandur,863,2,2.0,1.0,Semi-Furnished,"24/7 Security, Clubhouse, Gym, High-Speed Elevators, Intercom, Tennis Court",7660000
Bellandur,597,1,1.0,8.0,Furnished,"Covered Parking, Gym, High-Speed Elevators, Jogging Track, Landscaped Garden, Swimming Pool",4140000
Bellandur,2856,4,3.0,4.0,Furnished,"Children's Play Area, Gym, Power Backup",25030000
Thanisandra,1099,2,1.0,3.0,Semi-Furnished,"Clubhouse, Intercom, Swimming Pool, Tennis Court",5830000
Indiranagar,1069,2,2.0,1.0,Semi-Furnished,"Clubhouse, Covered Parking, Swimming Pool, Tennis Court",14650000
Koramangala,1683,3,2.0,27.0,Semi-Furnished,"24/7 Security, Clubhouse, Gym, Landscaped Garden",15700000
Jayanagar,1669,3,2.0,0.0,Unfurnished,"Clubhouse, Covered Parking, Tennis Court",18660000
Electronic City,1701,3,2.0,18.0,Semi-Furnished,"Clubhouse, Covered Parking, Landscaped Garden, Power Backup",7920000
Marathahalli,1793,3,2.0,7.0,Furnished,"24/7 Security, Covered Parking, Gym, Jogging Track, Landscaped Garden, Power Backup, Swimming Pool",12000000
Hebbal,917,2,2.0,1.0,Unfurnished,"Clubhouse, Swimming Pool",7570000
Koramangala,875,2,2.0,9.0,Furnished,"Covered Parking, High-Speed Elevators, Swimming Pool, Tennis Court",10210000
Electronic City,654,1,1.0,3.0,Semi-Furnished,"Children's Play Area, Clubhouse, Gym, Jogging Track",2960000
Whitefield,1640,3,2.0,2.0,Furnished,"24/7 Security, Clubhouse, Tennis Court",9330000
Bellandur,2127,3,2.0,0.0,Furnished,"Clubhouse, High-Speed Elevators, Landscaped Garden",17030000
Marathahalli,1400,3,2.0,2.0,Semi-Furnished,"24/7 Security, Gym, Jogging Track",10360000
Whitefield,1871,3,2.0,23.0,Semi-Furnished,"24/7 Security, Landscaped Garden, Swimming Pool",8570000
Whitefield,850,2,2.0,4.0,Furnished,"Children's Play Area, Clubhouse, Gym, High-Speed Elevators, Intercom, Swimming Pool, Tennis Court",5490000
Jayanagar,2047,3,3.0,0.0,Semi-Furnished,"24/7 Security, High-Speed Elevators, Swimming Pool, Tennis Court",24780000
Whitefield,1986,3,,5.0,Semi-Furnished,"Children's Play Area, Jogging Track, Power Backup",11710000
Sarjapur Road,650,1,1.0,2.0,Unfurnished,"Children's Play Area, Jogging Track, Landscaped Garden, Swimming Pool, Tennis Court",4210000
Banashankari,908,2,2.0,26.0,Semi-Furnished,"24/7 Security, Children's Play Area, Covered Parking, Intercom, Jogging Track, Landscaped Garden, Swimming Pool",5860000
Hebbal,1983,3,3.0,3.0,Unfurnished,"Gym, High-Speed Elevators, Intercom",15860000
Jayanagar,1466,3,3.0,21.0,Semi-Furnished,"Covered Parking, Gym, Jogging Track",15670000
Koramangala,1876,3,2.0,12.0,Semi-Furnished,"Gym, Landscaped Garden, Power Backup",23160000
Whitefield,1529,3,2.0,2.0,Semi-Furnished,"Clubhouse, Covered Parking, High-Speed Elevators, Intercom, Landscaped Garden",8790000
Bellandur,3100,5,5.0,1.0,Semi-Furnished,"Clubhouse, Jogging Track, Landscaped Garden, Power Backup",32490000
Electronic City,1617,3,2.0,17.0,Semi-Furnished,"Landscaped Garden, Power Backup",6820000
Electronic City,2384,4,4.0,11.0,Semi-Furnished,"Clubhouse, Intercom, Tennis Court",11360000
Indiranagar,3189,5,4.0,8.0,Furnished,"24/7 Security, Children's Play Area, Clubhouse, Gym, High-Speed Elevators, Power Backup, Swimming Pool",49510000
Malleshwaram,1117,2,2.0,0.0,Unfurnished,"24/7 Security, Clubhouse, High-Speed Elevators, Jogging Track",12700000
Koramangala,529,1,1.0,3.0,Unfurnished,"24/7 Security, Jogging Track, Power Backup, Swimming Pool, Tennis Court",5730000
Whitefield,1641,3,3.0,2.0,Semi-Furnished,"Intercom, Swimming Pool",9070000
Koramangala,1051,2,2.0,1.0,Semi-Furnished,"24/7 Security, High-Speed Elevators, Intercom, Jogging Track, Power Backup, Swimming Pool",14330000
Banashankari,1098,2,2.0,4.0,Semi-Furnished,"Clubhouse, Jogging Track, Landscaped Garden",7510000
Whitefield,694,1,1.0,0.0,Semi-Furnished,"24/7 Security, Clubhouse, Covered Parking, Gym, High-Speed Elevators, Power Backup, Tennis Court",4350000
Jayanagar,1601,3,2.0,1.0,Semi-Furnished,"Clubhouse, Covered Parking, Gym, Jogging Track",17610000
Marathahalli,1006,2,2.0,0.0,Furnished,"24/7 Security, Covered Parking, Gym, Intercom, Landscaped Garden, Swimming Pool",6750000
Bellandur,955,2,2.0,7.0,Unfurnished,"24/7 Security, Children's Play Area, Gym, Intercom, Landscaped Garden, Swimming Pool",6850000
Marathahalli,639,1,1.0,16.0,Semi-Furnished,"Children's Play Area, Covered Parking, Jogging Track, Landscaped Garden",3530000
Whitefield,922,2,2.0,18.0,Semi-Furnished,"Children's Play Area, High-Speed Elevators, Landscaped Garden, Power Backup, Tennis Court",4740000
Whitefield,811,2,1.0,5.0,Semi-Furnished,"Covered Parking, Jogging Track",3730000
Thanisandra,2543,4,4.0,3.0,Furnished,"24/7 Security, Clubhouse, Covered Parking, Gym, Intercom, Swimming Pool, Tennis Court",20220000
Jayanagar,1313,2,2.0,1.0,Semi-Furnished,"24/7 Security, Children's Play Area, Clubhouse, Intercom, Jogging Track, Tennis Court",15860000
Marathahalli,1070,2,2.0,10.0,Unfurnished,"Clubhouse, Gym, High-Speed Elevators, Intercom, Swimming Pool",6960000
Whitefield,1148,2,2.0,,Unfurnished,"24/7 Security, Children's Play Area, Clubhouse, Covered Parking, Gym, Jogging Track, Power Backup, Swimming Pool",6320000
Rajajinagar,1433,3,3.0,2.0,Furnished,"Covered Parking, Gym, Intercom, Swimming Pool, Tennis Court",14950000
HSR Layout,1204,2,1.0,11.0,Unfurnished,"Clubhouse, Covered Parking, Gym, Swimming Pool",10530000
HSR Layout,1782,3,3.0,0.0,Semi-Furnished,"Power Backup, Tennis Court",19060000
Banashankari,927,2,2.0,17.0,Semi-Furnished,"Clubhouse, Gym, High-Speed Elevators, Jogging Track, Power Backup, Swimming Pool",6250000
Indiranagar,1926,3,3.0,7.0,Furnished,"24/7 Security, Children's Play Area, Gym, Landscaped Garden, Power Backup, Swimming Pool",29940000
Malleshwaram,1679,3,3.0,0.0,Semi-Furnished,"Children's Play Area, Tennis Court",18080000
Indiranagar,1380,3,3.0,7.0,Semi-Furnished,"Children's Play Area, Clubhouse, Intercom, Jogging Track",18060000
Jayanagar,1749,3,2.0,7.0,Semi-Furnished,"Covered Parking, Gym, Jogging Track, Landscaped Garden, Swimming Pool",23490000
Sarjapur Road,1300,3,3.0,6.0,Semi-Furnished,"Clubhouse, Gym, High-Speed Elevators, Landscaped Garden, Swimming Pool, Tennis Court",9610000
Bellandur,1472,3,3.0,3.0,Semi-Furnished,"Covered Parking, Landscaped Garden",11890000
Indiranagar,1128,2,2.0,17.0,Semi-Furnished,"24/7 Security, Children's Play Area, Clubhouse, Covered Parking, Gym, Landscaped Garden, Power Backup, Tennis Court",11910000
Whitefield,2100,4,3.0,17.0,Semi-Furnished,"Children's Play Area, Covered Parking, High-Speed Elevators, Intercom",12400000
Sarjapur Road,2470,4,3.0,10.0,Semi-Furnished,"Landscaped Garden, Swimming Pool",18230000
Rajajinagar,1054,2,2.0,2.0,,"24/7 Security, Intercom, Jogging Track, Power Backup",9870000
Indiranagar,965,2,2.0,14.0,Semi-Furnished,"24/7 Security, Children's Play Area, Clubhouse, Power Backup",9580000
Bellandur,2326,4,4.0,14.0,Unfurnished,"Clubhouse, Covered Parking, High-Speed Elevators, Landscaped Garden, Tennis Court",19760000
Whitefield,949,2,1.0,10.0,Furnished,"Clubhouse, Jogging Track, Landscaped Garden, Tennis Court",4860000
Banashankari,844,2,2.0,6.0,Semi-Furnished,"Gym, Landscaped Garden, Power Backup, Swimming Pool",5600000
Sarjapur Road,3308,4,3.0,2.0,Semi-Furnished,"Children's Play Area, Clubhouse, Tennis Court",26380000
Thanisandra,1157,2,1.0,1.0,Semi-Furnished,"24/7 Security, Children's Play Area, Gym, Intercom, Jogging Track, Landscaped Garden, Swimming Pool, Tennis Court",8150000
Rajajinagar,1069,2,2.0,0.0,Semi-Furnished,"24/7 Security, Children's Play Area, Intercom, Jogging Track",10620000
Whitefield,3489,4,4.0,5.0,Furnished,"Intercom, Swimming Pool",22850000
Whitefield,1300,3,3.0,0.0,Semi-Furnished,"24/7 Security, Intercom, Swimming Pool",7010000
HSR Layout,1300,3,3.0,5.0,Semi-Furnished,"24/7 Security, Clubhouse, Intercom, Landscaped Garden",10170000
Thanisandra,708,1,1.0,2.0,Unfurnished,"Covered Parking, Intercom",3660000
HSR Layout,1184,2,1.0,1.0,Unfurnished,"Clubhouse, Covered Parking, Power Backup, Swimming Pool, Tennis Court",9250000
Bellandur,1133,2,2.0,14.0,Semi-Furnished,"Covered Parking, Gym, Landscaped Garden, Power Backup, Swimming Pool",8120000
Hebbal,1417,3,2.0,11.0,Furnished,"Children's Play Area, Covered Parking, Gym, Intercom, Jogging Track",11210000
Thanisandra,1633,3,2.0,3.0,Semi-Furnished,"Jogging Track, Swimming Pool, Tennis Court",11760000
Bellandur,2121,4,4.0,2.0,Furnished,"24/7 Security, Children's Play Area, Covered Parking, High-Speed Elevators, Intercom, Jogging Track, Tennis Court",18530000
HSR Layout,1163,2,2.0,3.0,Furnished,"24/7 Security, Clubhouse, Intercom, Jogging Track, Tennis Court",10080000
Indiranagar,1830,3,3.0,1.0,Unfurnished,"Children's Play Area, Covered Parking, High-Speed Elevators, Jogging Track, Tennis Court",26070000
HSR Layout,1723,3,3.0,9.0,Semi-Furnished,"Children's Play Area, Clubhouse, Covered Parking, Gym, Jogging Track",15750000
Bellandur,2423,4,3.0,4.0,Semi-Furnished,"24/7 Security, Clubhouse, Covered Parking, Gym, High-Speed Elevators, Intercom, Power Backup",20270000
Bellandur,1553,3,3.0,7.0,Furnished,"24/7 Security, Clubhouse, High-Speed Elevators",10180000
Thanisandra,1537,3,3.0,2.0,Semi-Furnished,"Clubhouse, Landscaped Garden, Swimming Pool",9240000
Bellandur,4114,5,5.0,5.0,Semi-Furnished,"Gym, Intercom, Jogging Track, Landscaped Garden, Power Backup, Swimming Pool, Tennis Court",36830000
Koramangala,830,2,2.0,19.0,Furnished,"Children's Play Area, Clubhouse, Intercom, Landscaped Garden, Power Backup",10880000
Koramangala,1401,3,3.0,0.0,Unfurnished,"24/7 Security, Landscaped Garden, Swimming Pool",17480000
HSR Layout,2727,4,3.0,0.0,Furnished,"Covered Parking, Gym, Intercom, Jogging Track, Landscaped Garden, Power Backup, Swimming Pool",23750000
Hebbal,1547,3,3.0,18.0,Furnished,"Children's Play Area, Clubhouse, Covered Parking, Gym, Intercom, Jogging Track, Landscaped Garden, Swimming Pool",13930000
Bellandur,1172,2,2.0,4.0,Semi-Furnished,"High-Speed Elevators, Intercom",8550000
Jayanagar,1901,3,2.0,15.0,Unfurnished,"24/7 Security, Covered Parking, High-Speed Elevators, Intercom, Power Backup",19170000
Marathahalli,1329,2,2.0,8.0,Semi-Furnished,"24/7 Security, Children's Play Area, Clubhouse, Covered Parking, Gym, Intercom, Landscaped Garden, Tennis Court",9650000
Hebbal,807,2,1.0,0.0,Semi-Furnished,"Children's Play Area, Clubhouse, High-Speed Elevators, Landscaped Garden, Power Backup, Swimming Pool",6540000
Electronic City,4003,5,4.0,3.0,Semi-Furnished,"Children's Play Area, Clubhouse, Covered Parking, High-Speed Elevators, Landscaped Garden, Swimming Pool, Tennis Court",21100000
Yelahanka,1487,3,3.0,6.0,Semi-Furnished,"Covered Parking, Gym, Jogging Track, Tennis Court",7450000
Banashankari,1651,3,3.0,4.0,Furnished,"Clubhouse, Intercom, Power Backup, Tennis Court",10990000
Electronic City,2618,4,3.0,1.0,Unfurnished,"Covered Parking, High-Speed Elevators, Jogging Track",14140000
Whitefield,1989,3,3.0,4.0,Furnished,"Intercom, Landscaped Garden, Power Backup, Swimming Pool, Tennis Court",11360000
Bellandur,1723,3,3.0,14.0,Semi-Furnished,"Covered Parking, Intercom, Jogging Track",10490000
Whitefield,1368,2,2.0,9.0,Semi-Furnished,"Clubhouse, Covered Parking, High-Speed Elevators, Landscaped Garden, Power Backup",8850000
Indiranagar,1525,3,3.0,2.0,Semi-Furnished,"Gym, High-Speed Elevators, Swimming Pool, Tennis Court",21840000
Thanisandra,1601,3,3.0,9.0,Semi-Furnished,"Clubhouse, Covered Parking, High-Speed Elevators, Jogging Track, Landscaped Garden, Power Backup",8920000
Rajajinagar,1026,2,2.0,10.0,Furnished,"24/7 Security, Clubhouse, Covered Parking, Gym, Jogging Track, Power Backup, Tennis Court",10800000
Whitefield,1670,3,2.0,3.0,Semi-Furnished,"Children's Play Area, Power Backup, Tennis Court",9370000
Bellandur,1545,3,2.0,2.0,Unfurnished,"24/7 Security, Children's Play Area, Gym, High-Speed Elevators, Power Backup, Swimming Pool",11640000
Koramangala,1246,2,2.0,9.0,Semi-Furnished,"Clubhouse, High-Speed Elevators, Jogging Track, Landscaped Garden",13050000
Bellandur,1262,2,2.0,12.0,Unfurnished,"Clubhouse, Covered Parking, High-Speed Elevators, Power Backup, Tennis Court",9710000
Rajajinagar,1212,2,2.0,2.0,Unfurnished,"Clubhouse, Covered Parking, Intercom",12450000
Bellandur,1699,3,3.0,3.0,Unfurnished,"High-Speed Elevators, Jogging Track, Landscaped Garden, Power Backup",13340000
Malleshwaram,903,2,2.0,4.0,Furnished,"Children's Play Area, Clubhouse, Covered Parking, Gym, Intercom",9500000
Banashankari,1543,3,3.0,4.0,Furnished,"Children's Play Area, Swimming Pool",12420000
Thanisandra,1121,2,2.0,1.0,Semi-Furnished,"Children's Play Area, Covered Parking, Jogging Track, Swimming Pool, Tennis Court",7610000
Hebbal,1792,3,3.0,11.0,Unfurnished,"24/7 Security, Clubhouse, Covered Parking, Gym, High-Speed Elevators, Tennis Court",15300000
Koramangala,1300,2,2.0,1.0,,"Covered Parking, High-Speed Elevators, Intercom, Jogging Track, Tennis Court",17120000
Whitefield,1340,2,2.0,14.0,Furnished,"Children's Play Area, Covered Parking, Gym, High-Speed Elevators, Jogging Track, Power Backup, Swimming Pool",8600000
Sarjapur Road,599,1,1.0,18.0,Semi-Furnished,"24/7 Security, Clubhouse, High-Speed Elevators, Intercom, Power Backup",3420000
Koramangala,621,1,1.0,2.0,Semi-Furnished,"24/7 Security, Children's Play Area, Clubhouse, Intercom, Swimming Pool",7700000
HSR Layout,2779,4,,8.0,Semi-Furnished,"Covered Parking, Jogging Track, Landscaped Garden, Power Backup",27250000
Jayanagar,2167,4,4.0,20.0,Semi-Furnished,"Children's Play Area, Clubhouse, Gym, High-Speed Elevators, Power Backup",23250000
HSR Layout,1742,3,3.0,6.0,Semi-Furnished,"Clubhouse, High-Speed Elevators, Intercom, Landscaped Garden, Swimming Pool",14390000
Bellandur,705,1,1.0,16.0,Furnished,"Clubhouse, Intercom, Landscaped Garden, Tennis Court",4650000
HSR Layout,804,2,,10.0,Semi-Furnished,"24/7 Security, Gym, Power Backup",6320000
Indiranagar,2031,3,2.0,0.0,Semi-Furnished,"24/7 Security, Children's Play Area, Covered Parking, Gym, Intercom, Jogging Track, Power Backup, Swimming Pool",22310000
Thanisandra,1490,3,3.0,4.0,Semi-Furnished,"24/7 Security, Jogging Track, Landscaped Garden, Swimming Pool",10600000
Hebbal,1603,3,2.0,28.0,Furnished,"Children's Play Area, Covered Parking, High-Speed Elevators, Intercom, Landscaped Garden",12450000
Hebbal,2421,4,4.0,10.0,Semi-Furnished,"Children's Play Area, Clubhouse, Covered Parking, Gym, Tennis Court",22080000
Jayanagar,1033,2,2.0,14.0,Semi-Furnished,"Covered Parking, Swimming Pool, Tennis Court",10860000
Whitefield,1950,3,3.0,5.0,Unfurnished,"24/7 Security, Children's Play Area, Gym, High-Speed Elevators, Intercom, Jogging Track, Tennis Court",10520000
Hebbal,2579,4,4.0,2.0,Semi-Furnished,"Covered Parking, Gym",20340000
Malleshwaram,1074,2,2.0,5.0,Semi-Furnished,"Children's Play Area, Gym, Landscaped Garden",10590000
HSR Layout,1128,2,2.0,6.0,Semi-Furnished,"High-Speed Elevators, Jogging Track, Power Backup, Tennis Court",10040000
Jayanagar,938,2,2.0,5.0,Semi-Furnished,"Jogging Track, Swimming Pool",9240000
Rajajinagar,1430,3,3.0,0.0,Unfurnished,"Gym, Landscaped Garden, Power Backup, Tennis Court",13600000
Malleshwaram,1027,2,2.0,6.0,Unfurnished,"24/7 Security, Children's Play Area, Clubhouse, Gym, Landscaped Garden, Power Backup, Tennis Court",11070000
Indiranagar,1733,3,3.0,6.0,Semi-Furnished,"Children's Play Area, Clubhouse, Covered Parking, High-Speed Elevators, Power Backup, Swimming Pool",23610000
Whitefield,965,2,2.0,1.0,Semi-Furnished,"24/7 Security, Children's Play Area, Covered Parking, Gym, High-Speed Elevators, Landscaped Garden, Swimming Pool, Tennis Court",5280000
Hebbal,1528,3,3.0,15.0,Furnished,"24/7 Security, Clubhouse, Gym, High-Speed Elevators, Jogging Track, Power Backup",12490000
Whitefield,1300,3,3.0,6.0,Unfurnished,"Covered Parking, Gym, Jogging Track, Swimming Pool, Tennis Court",7190000
Whitefield,1958,3,2.0,28.0,Semi-Furnished,"Children's Play Area, Intercom, Jogging Track, Swimming Pool",11060000
Bellandur,478,1,1.0,0.0,Semi-Furnished,"24/7 Security, Clubhouse, Intercom, Jogging Track, Landscaped Garden",3890000
